MSG	843046 TRIAL 10 START
MSG	845936 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.68 deg.  -21.5,14.6 pix.
MSG	846656 RECCFG P 500 2 1 
MSG	846656 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	846657 !MODE RECORD P 500 2 1
START	846658 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
847790	  988.0	  551.3	  233.0	.
847792	  988.8	  552.5	  234.0	.
847794	  988.9	  552.2	  236.0	.
847796	  988.7	  552.5	  236.0	.
847798	  988.6	  552.6	  235.0	.
847800	  988.6	  551.8	  235.0	.
847802	  988.5	  551.0	  235.0	.
847804	  988.5	  550.7	  235.0	.
847806	  988.4	  550.4	  236.0	.
847808	  986.2	  551.5	  237.0	.
847810	  985.4	  552.3	  237.0	.
847812	  985.1	  550.8	  237.0	.
847814	  985.8	  549.0	  237.0	.
847816	  985.7	  547.8	  238.0	.
847818	  985.8	  548.6	  238.0	.
847820	  985.7	  547.1	  239.0	.
847822	  985.5	  547.4	  240.0	.
847824	  985.4	  546.6	  240.0	.
847826	  985.5	  546.4	  240.0	.
847828	  985.9	  546.3	  240.0	.
847830	  986.3	  544.4	  239.0	.
847832	  986.8	  542.5	  239.0	.
847834	  987.4	  544.8	  239.0	.
847836	  986.7	  545.3	  238.0	.
847838	  986.6	  544.9	  238.0	.
847840	  986.5	  544.4	  239.0	.
847842	  987.0	  545.4	  239.0	.
847844	  987.0	  543.6	  240.0	.
847846	  987.0	  541.9	  241.0	.
847848	  987.1	  541.8	  241.0	.
847850	  987.0	  542.4	  241.0	.
847852	  987.1	  541.7	  242.0	.
847854	  986.9	  541.2	  243.0	.
847856	  986.6	  539.4	  243.0	.
847858	  986.0	  538.9	  244.0	.
847860	  984.8	  539.6	  244.0	.
847862	  984.9	  539.7	  244.0	.
847864	  984.4	  540.0	  244.0	.
847866	  985.1	  540.2	  244.0	.
847868	  985.8	  540.3	  245.0	.
